"activity" "subjects" "variable" "value"
"STANDING" 2 "fBodyAccMag-mean()" -0.514569861316887
"STANDING" 3 "fBodyAccMag-mean()" -0.579076453758064
"STANDING" 4 "fBodyAccMag-mean()" -0.706297967808696
"STANDING" 5 "fBodyAccMag-mean()" -0.528503022745033
"STANDING" 6 "fBodyAccMag-mean()" -0.473974924380431
"STANDING" 7 "fBodyAccMag-mean()" -0.925226557169492
"WALKING" 13 "fBodyAccMag-mean()" -0.540619399544792
"WALKING" 18 "fBodyAccMag-mean()" -0.735084941985577
"WALKING" 21 "fBodyAccMag-mean()" -0.554437608764706
"WALKING" 22 "fBodyAccMag-mean()" -0.574333164853583
"WALKING" 23 "fBodyAccMag-mean()" -0.529029284118011
"WALKING" 25 "fBodyAccMag-mean()" -0.728462760898678
"WALKING_DOWNSTAIRS" 18 "fBodyAccMag-mean()" -0.647930089102564
"WALKING_DOWNSTAIRS" 20 "fBodyAccMag-mean()" -0.688100665578409
"WALKING_DOWNSTAIRS" 25 "fBodyAccMag-mean()" -0.65330777289011
"WALKING_DOWNSTAIRS" 26 "fBodyAccMag-mean()" -0.6317569828625
"WALKING_DOWNSTAIRS" 27 "fBodyAccMag-mean()" -0.667185803946808
"WALKING_DOWNSTAIRS" 28 "fBodyAccMag-mean()" -0.930827828333333
"WALKING_UPSTAIRS" 20 "fBodyAccMag-mean()" -0.185335012693333
"WALKING_UPSTAIRS" 24 "fBodyAccMag-mean()" -0.650121872273806
"WALKING_UPSTAIRS" 28 "fBodyAccMag-mean()" -0.597334562684393
"WALKING_UPSTAIRS" 29 "fBodyAccMag-mean()" -0.589294014734302
"WALKING_UPSTAIRS" 30 "fBodyAccMag-mean()" -0.600372067046214
"LAYING" 10 "fBodyAccMag-std()" -0.572794439629775
"LAYING" 12 "fBodyAccMag-std()" -0.65053328158
"LAYING" 13 "fBodyAccMag-std()" -0.945110419487179
"LAYING" 15 "fBodyAccMag-std()" -0.510007158478673
"LAYING" 16 "fBodyAccMag-std()" -0.712680990765301
"LAYING" 17 "fBodyAccMag-std()" -0.687536943227717
"LAYING" 19 "fBodyAccMag-std()" -0.689860920113889
"LAYING" 21 "fBodyAccMag-std()" -0.969866100784314
"SITTING" 4 "fBodyAccMag-std()" -0.461404361413793
"SITTING" 7 "fBodyAccMag-std()" -0.506239545905221
"SITTING" 8 "fBodyAccMag-std()" -0.651638076286121
"SITTING" 9 "fBodyAccMag-std()" -0.624456827182986
"SITTING" 10 "fBodyAccMag-std()" -0.725881434232759
"SITTING" 11 "fBodyAccMag-std()" -0.674470159009494
"SITTING" 14 "fBodyAccMag-std()" -0.548269930770588
"SITTING" 15 "fBodyAccMag-std()" -0.828611387435897
"STANDING" 1 "fBodyAccMag-std()" -0.589710231217867
"STANDING" 2 "fBodyAccMag-std()" -0.646662308457285
"STANDING" 3 "fBodyAccMag-std()" -0.663079838985044
"STANDING" 4 "fBodyAccMag-std()" -0.752967151617391
"STANDING" 5 "fBodyAccMag-std()" -0.594259529756954
"STANDING" 6 "fBodyAccMag-std()" -0.570910289993846
"STANDING" 7 "fBodyAccMag-std()" -0.911234750271186
"WALKING" 13 "fBodyAccMag-std()" -0.627459938888889
"WALKING" 18 "fBodyAccMag-std()" -0.769815429663462
"WALKING" 21 "fBodyAccMag-std()" -0.629172285359804
"WALKING" 22 "fBodyAccMag-std()" -0.673896212809346
"WALKING" 23 "fBodyAccMag-std()" -0.657048917971505
"WALKING" 25 "fBodyAccMag-std()" -0.723589795942731
"WALKING_DOWNSTAIRS" 18 "fBodyAccMag-std()" -0.686022213333333
"WALKING_DOWNSTAIRS" 20 "fBodyAccMag-std()" -0.7467287665375
"WALKING_DOWNSTAIRS" 25 "fBodyAccMag-std()" -0.660168127291209
"WALKING_DOWNSTAIRS" 26 "fBodyAccMag-std()" -0.673917799546684
"WALKING_DOWNSTAIRS" 27 "fBodyAccMag-std()" -0.734883056953989
"WALKING_DOWNSTAIRS" 28 "fBodyAccMag-std()" -0.926847452777778
"WALKING_UPSTAIRS" 20 "fBodyAccMag-std()" -0.359599999737778
"WALKING_UPSTAIRS" 24 "fBodyAccMag-std()" -0.705928425819685
"WALKING_UPSTAIRS" 28 "fBodyAccMag-std()" -0.673078611482948
"WALKING_UPSTAIRS" 29 "fBodyAccMag-std()" -0.639314176054942
"WALKING_UPSTAIRS" 30 "fBodyAccMag-std()" -0.646522810920757
"LAYING" 10 "fBodyAccMag-meanFreq()" 0.13279001137191
"LAYING" 12 "fBodyAccMag-meanFreq()" 0.0755926577467031
"LAYING" 13 "fBodyAccMag-meanFreq()" 0.173830880376923
"LAYING" 15 "fBodyAccMag-meanFreq()" 0.0446842194545024
"LAYING" 16 "fBodyAccMag-meanFreq()" 0.0558668214710383
"LAYING" 17 "fBodyAccMag-meanFreq()" 0.035532440850462
"LAYING" 19 "fBodyAccMag-meanFreq()" 0.115775170635767
"LAYING" 21 "fBodyAccMag-meanFreq()" 0.223138555117647
"SITTING" 4 "fBodyAccMag-meanFreq()" 0.16853958884023
"SITTING" 7 "fBodyAccMag-meanFreq()" -0.0208399166877671
"SITTING" 8 "fBodyAccMag-meanFreq()" 0.146541439681957
"SITTING" 9 "fBodyAccMag-meanFreq()" -0.00358269125034722
"SITTING" 10 "fBodyAccMag-meanFreq()" 0.235344201575
"SITTING" 11 "fBodyAccMag-meanFreq()" 0.12725035020425
"SITTING" 14 "fBodyAccMag-meanFreq()" -0.0600681274123529
"SITTING" 15 "fBodyAccMag-meanFreq()" 0.0916238208645299
"STANDING" 1 "fBodyAccMag-meanFreq()" 0.142062162506138
"STANDING" 2 "fBodyAccMag-meanFreq()" 0.192199738218212
"STANDING" 3 "fBodyAccMag-meanFreq()" 0.0770665587562757
"STANDING" 4 "fBodyAccMag-meanFreq()" 0.0690623427061739
"STANDING" 5 "fBodyAccMag-meanFreq()" 0.0781455594845364
"STANDING" 6 "fBodyAccMag-meanFreq()" 0.102346682227846
"STANDING" 7 "fBodyAccMag-meanFreq()" 0.032159794961017
"WALKING" 13 "fBodyAccMag-meanFreq()" 0.0729112866434028
"WALKING" 18 "fBodyAccMag-meanFreq()" 0.0939107208471154
"WALKING" 21 "fBodyAccMag-meanFreq()" 0.0384888295570261
"WALKING" 22 "fBodyAccMag-meanFreq()" 0.103277150317358
"WALKING" 23 "fBodyAccMag-meanFreq()" 0.11533518491586
"WALKING" 25 "fBodyAccMag-meanFreq()" 0.00200119418585903
"WALKING_DOWNSTAIRS" 18 "fBodyAccMag-meanFreq()" 0.0873691073596154
"WALKING_DOWNSTAIRS" 20 "fBodyAccMag-meanFreq()" 0.0452580765798864
"WALKING_DOWNSTAIRS" 25 "fBodyAccMag-meanFreq()" -0.0983241587307692
"WALKING_DOWNSTAIRS" 26 "fBodyAccMag-meanFreq()" 0.0883286687093878
"WALKING_DOWNSTAIRS" 27 "fBodyAccMag-meanFreq()" 0.191781299814787
"WALKING_DOWNSTAIRS" 28 "fBodyAccMag-meanFreq()" -0.128525068845833
"WALKING_UPSTAIRS" 20 "fBodyAccMag-meanFreq()" 0.105180617653333
"WALKING_UPSTAIRS" 24 "fBodyAccMag-meanFreq()" 0.0236300571840945
"WALKING_UPSTAIRS" 28 "fBodyAccMag-meanFreq()" 0.0332396973545087
"WALKING_UPSTAIRS" 29 "fBodyAccMag-meanFreq()" 0.162765300930698
"WALKING_UPSTAIRS" 30 "fBodyAccMag-meanFreq()" -0.0301197123824804
"LAYING" 10 "fBodyBodyAccJerkMag-mean()" -0.44003215355618
"LAYING" 12 "fBodyBodyAccJerkMag-mean()" -0.564239194378438
"LAYING" 13 "fBodyBodyAccJerkMag-mean()" -0.978673536923077
"LAYING" 15 "fBodyBodyAccJerkMag-mean()" -0.499043307067773
"LAYING" 16 "fBodyBodyAccJerkMag-mean()" -0.713167613706148
"LAYING" 17 "fBodyBodyAccJerkMag-mean()" -0.697575558993207
"LAYING" 19 "fBodyBodyAccJerkMag-mean()" -0.576064647812278
"LAYING" 21 "fBodyBodyAccJerkMag-mean()" -0.981627265980392
"SITTING" 4 "fBodyBodyAccJerkMag-mean()" -0.35743173438046
"SITTING" 7 "fBodyBodyAccJerkMag-mean()" -0.454728752709719
"SITTING" 8 "fBodyBodyAccJerkMag-mean()" -0.529244911130605
"SITTING" 9 "fBodyBodyAccJerkMag-mean()" -0.609193721940625
"SITTING" 10 "fBodyBodyAccJerkMag-mean()" -0.630393750482759
"SITTING" 11 "fBodyBodyAccJerkMag-mean()" -0.656133473274684
"SITTING" 14 "fBodyBodyAccJerkMag-mean()" -0.596896308848452
"SITTING" 15 "fBodyBodyAccJerkMag-mean()" -0.823607151196581
"STANDING" 1 "fBodyBodyAccJerkMag-mean()" -0.499075765624092
"STANDING" 2 "fBodyBodyAccJerkMag-mean()" -0.509746432970861
"STANDING" 3 "fBodyBodyAccJerkMag-mean()" -0.604752108072727
"STANDING" 4 "fBodyBodyAccJerkMag-mean()" -0.740019407930435
"STANDING" 5 "fBodyBodyAccJerkMag-mean()" -0.573176177044172
"STANDING" 6 "fBodyBodyAccJerkMag-mean()" -0.494882316238462
"STANDING" 7 "fBodyBodyAccJerkMag-mean()" -0.969617348305085
"WALKING" 13 "fBodyBodyAccJerkMag-mean()" -0.557004493022917
"WALKING" 18 "fBodyBodyAccJerkMag-mean()" -0.771023956860577
"WALKING" 21 "fBodyBodyAccJerkMag-mean()" -0.579114357752353
"WALKING" 22 "fBodyBodyAccJerkMag-mean()" -0.585442501515888
"WALKING" 23 "fBodyBodyAccJerkMag-mean()" -0.542663319457527
"WALKING" 25 "fBodyBodyAccJerkMag-mean()" -0.806214797753304
"WALKING_DOWNSTAIRS" 18 "fBodyBodyAccJerkMag-mean()" -0.70405697525641
"WALKING_DOWNSTAIRS" 20 "fBodyBodyAccJerkMag-mean()" -0.70689837068803
"WALKING_DOWNSTAIRS" 25 "fBodyBodyAccJerkMag-mean()" -0.745483417307692
"WALKING_DOWNSTAIRS" 26 "fBodyBodyAccJerkMag-mean()" -0.679278323637755
"WALKING_DOWNSTAIRS" 27 "fBodyBodyAccJerkMag-mean()" -0.688572791044947
"WALKING_DOWNSTAIRS" 28 "fBodyBodyAccJerkMag-mean()" -0.955693860555556
"WALKING_UPSTAIRS" 20 "fBodyBodyAccJerkMag-mean()" -0.225745803462222
"WALKING_UPSTAIRS" 24 "fBodyBodyAccJerkMag-mean()" -0.696845583388451
"WALKING_UPSTAIRS" 28 "fBodyBodyAccJerkMag-mean()" -0.646268185660983
"WALKING_UPSTAIRS" 29 "fBodyBodyAccJerkMag-mean()" -0.609879937469099
"WALKING_UPSTAIRS" 30 "fBodyBodyAccJerkMag-mean()" -0.656339723754047
"LAYING" 10 "fBodyBodyAccJerkMag-std()" -0.501173628857865
"LAYING" 12 "fBodyBodyAccJerkMag-std()" -0.571614888155312
"LAYING" 13 "fBodyBodyAccJerkMag-std()" -0.97652953974359
"LAYING" 15 "fBodyBodyAccJerkMag-std()" -0.536544785117536
"LAYING" 16 "fBodyBodyAccJerkMag-std()" -0.729869398769672
"LAYING" 17 "fBodyBodyAccJerkMag-std()" -0.692595778979891
"LAYING" 19 "fBodyBodyAccJerkMag-std()" -0.641089005857778
"LAYING" 21 "fBodyBodyAccJerkMag-std()" -0.98289194
"SITTING" 4 "fBodyBodyAccJerkMag-std()" -0.425759905436782
"SITTING" 7 "fBodyBodyAccJerkMag-std()" -0.451508524545382
"SITTING" 8 "fBodyBodyAccJerkMag-std()" -0.618027414911032
"SITTING" 9 "fBodyBodyAccJerkMag-std()" -0.611619343190972
"SITTING" 10 "fBodyBodyAccJerkMag-std()" -0.632596015431638
"SITTING" 11 "fBodyBodyAccJerkMag-std()" -0.676925075857595
"SITTING" 14 "fBodyBodyAccJerkMag-std()" -0.619215144539319
"SITTING" 15 "fBodyBodyAccJerkMag-std()" -0.835266949905983
"STANDING" 1 "fBodyBodyAccJerkMag-std()" -0.541823079570029
"STANDING" 2 "fBodyBodyAccJerkMag-std()" -0.518800797709272
"STANDING" 3 "fBodyBodyAccJerkMag-std()" -0.615643694857361
"STANDING" 4 "fBodyBodyAccJerkMag-std()" -0.757571817956522
"STANDING" 5 "fBodyBodyAccJerkMag-std()" -0.613485123609272
"STANDING" 6 "fBodyBodyAccJerkMag-std()" -0.516711262173969
"STANDING" 7 "fBodyBodyAccJerkMag-std()" -0.96923423559322
"WALKING" 13 "fBodyBodyAccJerkMag-std()" -0.568399401582674
"WALKING" 18 "fBodyBodyAccJerkMag-std()" -0.785416341201923
"WALKING" 21 "fBodyBodyAccJerkMag-std()" -0.584002856557843
"WALKING" 22 "fBodyBodyAccJerkMag-std()" -0.599286879114019
"WALKING" 23 "fBodyBodyAccJerkMag-std()" -0.583832309145968
"WALKING" 25 "fBodyBodyAccJerkMag-std()" -0.808149457973568
"WALKING_DOWNSTAIRS" 18 "fBodyBodyAccJerkMag-std()" -0.703221489807692
"WALKING_DOWNSTAIRS" 20 "fBodyBodyAccJerkMag-std()" -0.717917947097727
"WALKING_DOWNSTAIRS" 25 "fBodyBodyAccJerkMag-std()" -0.752862033021978
"WALKING_DOWNSTAIRS" 26 "fBodyBodyAccJerkMag-std()" -0.678025758312755
"WALKING_DOWNSTAIRS" 27 "fBodyBodyAccJerkMag-std()" -0.707531366315426
"WALKING_DOWNSTAIRS" 28 "fBodyBodyAccJerkMag-std()" -0.957644796944444
"WALKING_UPSTAIRS" 20 "fBodyBodyAccJerkMag-std()" -0.243688139314
"WALKING_UPSTAIRS" 24 "fBodyBodyAccJerkMag-std()" -0.682447145993307
"WALKING_UPSTAIRS" 28 "fBodyBodyAccJerkMag-std()" -0.680276399187861
"WALKING_UPSTAIRS" 29 "fBodyBodyAccJerkMag-std()" -0.636434470547384
"WALKING_UPSTAIRS" 30 "fBodyBodyAccJerkMag-std()" -0.664600262443812
"LAYING" 10 "fBodyBodyAccJerkMag-meanFreq()" 0.150685846665225
"LAYING" 12 "fBodyBodyAccJerkMag-meanFreq()" 0.126323612300937
"LAYING" 13 "fBodyBodyAccJerkMag-meanFreq()" 0.266243956241026
"LAYING" 15 "fBodyBodyAccJerkMag-meanFreq()" 0.141086167830332
"LAYING" 16 "fBodyBodyAccJerkMag-meanFreq()" 0.221683632275519
"LAYING" 17 "fBodyBodyAccJerkMag-meanFreq()" 0.216394127864783
"LAYING" 19 "fBodyBodyAccJerkMag-meanFreq()" 0.232074775101389
"LAYING" 21 "fBodyBodyAccJerkMag-meanFreq()" 0.368180667611765
"SITTING" 4 "fBodyBodyAccJerkMag-meanFreq()" 0.139974876874713
"SITTING" 7 "fBodyBodyAccJerkMag-meanFreq()" 0.0779830325314859
"SITTING" 8 "fBodyBodyAccJerkMag-meanFreq()" 0.271528870278648
"SITTING" 9 "fBodyBodyAccJerkMag-meanFreq()" 0.0983598303289236
"SITTING" 10 "fBodyBodyAccJerkMag-meanFreq()" 0.18208010764569
"SITTING" 11 "fBodyBodyAccJerkMag-meanFreq()" 0.158363551858133
"SITTING" 14 "fBodyBodyAccJerkMag-meanFreq()" 0.137239545472136
"SITTING" 15 "fBodyBodyAccJerkMag-meanFreq()" 0.189635915875214
"STANDING" 1 "fBodyBodyAccJerkMag-meanFreq()" 0.200055179527839
"STANDING" 2 "fBodyBodyAccJerkMag-meanFreq()" 0.193066821118212
"STANDING" 3 "fBodyBodyAccJerkMag-meanFreq()" 0.11231984174566
"STANDING" 4 "fBodyBodyAccJerkMag-meanFreq()" 0.168236123840696
"STANDING" 5 "fBodyBodyAccJerkMag-meanFreq()" 0.131619298935099
"STANDING" 6 "fBodyBodyAccJerkMag-meanFreq()" 0.0831165453227692
"STANDING" 7 "fBodyBodyAccJerkMag-meanFreq()" 0.238313727128814
"WALKING" 13 "fBodyBodyAccJerkMag-meanFreq()" 0.171569841803125
"WALKING" 18 "fBodyBodyAccJerkMag-meanFreq()" 0.253077249489149
"WALKING" 21 "fBodyBodyAccJerkMag-meanFreq()" 0.203035593299608
"WALKING" 22 "fBodyBodyAccJerkMag-meanFreq()" 0.161936362996885
"WALKING" 23 "fBodyBodyAccJerkMag-meanFreq()" 0.202553279152177
"WALKING" 25 "fBodyBodyAccJerkMag-meanFreq()" 0.173041326720176
"WALKING_DOWNSTAIRS" 18 "fBodyBodyAccJerkMag-meanFreq()" 0.186622273622436
"WALKING_DOWNSTAIRS" 20 "fBodyBodyAccJerkMag-meanFreq()" 0.0970360860475758
"WALKING_DOWNSTAIRS" 25 "fBodyBodyAccJerkMag-meanFreq()" 0.16221272482478
"WALKING_DOWNSTAIRS" 26 "fBodyBodyAccJerkMag-meanFreq()" 0.180460663889796
"WALKING_DOWNSTAIRS" 27 "fBodyBodyAccJerkMag-meanFreq()" 0.246742199214894
"WALKING_DOWNSTAIRS" 28 "fBodyBodyAccJerkMag-meanFreq()" 0.159330043997222
"WALKING_UPSTAIRS" 20 "fBodyBodyAccJerkMag-meanFreq()" 0.0584397966933333
"WALKING_UPSTAIRS" 24 "fBodyBodyAccJerkMag-meanFreq()" 0.198422013108136
"WALKING_UPSTAIRS" 28 "fBodyBodyAccJerkMag-meanFreq()" 0.175096213699422
"WALKING_UPSTAIRS" 29 "fBodyBodyAccJerkMag-meanFreq()" 0.227450813250137
"WALKING_UPSTAIRS" 30 "fBodyBodyAccJerkMag-meanFreq()" 0.0817046208143603
"LAYING" 10 "fBodyBodyGyroMag-mean()" -0.602597051292135
"LAYING" 12 "fBodyBodyGyroMag-mean()" -0.717311676745625
"LAYING" 13 "fBodyBodyGyroMag-mean()" -0.959784324358974
"LAYING" 15 "fBodyBodyGyroMag-mean()" -0.66259674492891
"LAYING" 16 "fBodyBodyGyroMag-mean()" -0.81712881920765
"LAYING" 17 "fBodyBodyGyroMag-mean()" -0.769498551467391
"LAYING" 19 "fBodyBodyGyroMag-mean()" -0.636287999799167
"LAYING" 21 "fBodyBodyGyroMag-mean()" -0.973392862843137
"SITTING" 4 "fBodyBodyGyroMag-mean()" -0.577405288747126
"SITTING" 7 "fBodyBodyGyroMag-mean()" -0.555096296344056
"SITTING" 8 "fBodyBodyGyroMag-mean()" -0.609984289180071
"SITTING" 9 "fBodyBodyGyroMag-mean()" -0.700863097986111
"SITTING" 10 "fBodyBodyGyroMag-mean()" -0.751876822422414
"SITTING" 11 "fBodyBodyGyroMag-mean()" -0.757585939588608
"SITTING" 14 "fBodyBodyGyroMag-mean()" -0.543030528985449
"SITTING" 15 "fBodyBodyGyroMag-mean()" -0.858269066666667
"STANDING" 1 "fBodyBodyGyroMag-mean()" -0.535002770337752
"STANDING" 2 "fBodyBodyGyroMag-mean()" -0.699742945221854
"STANDING" 3 "fBodyBodyGyroMag-mean()" -0.716822144279179
"STANDING" 4 "fBodyBodyGyroMag-mean()" -0.809291430826087
"STANDING" 5 "fBodyBodyGyroMag-mean()" -0.677355755703311
"STANDING" 6 "fBodyBodyGyroMag-mean()" -0.579130051151385
"STANDING" 7 "fBodyBodyGyroMag-mean()" -0.940258003898305
"WALKING" 13 "fBodyBodyGyroMag-mean()" -0.610576689548611
"WALKING" 18 "fBodyBodyGyroMag-mean()" -0.837031427067308
"WALKING" 21 "fBodyBodyGyroMag-mean()" -0.710833125947712
"WALKING" 22 "fBodyBodyGyroMag-mean()" -0.728166770031153
"WALKING" 23 "fBodyBodyGyroMag-mean()" -0.534657191683602
"WALKING" 25 "fBodyBodyGyroMag-mean()" -0.783097482334802
"WALKING_DOWNSTAIRS" 18 "fBodyBodyGyroMag-mean()" -0.788626892948718
"WALKING_DOWNSTAIRS" 20 "fBodyBodyGyroMag-mean()" -0.722623719277727
"WALKING_DOWNSTAIRS" 25 "fBodyBodyGyroMag-mean()" -0.718238683516484
"WALKING_DOWNSTAIRS" 26 "fBodyBodyGyroMag-mean()" -0.770504884821429
"WALKING_DOWNSTAIRS" 27 "fBodyBodyGyroMag-mean()" -0.785953610106383
"WALKING_DOWNSTAIRS" 28 "fBodyBodyGyroMag-mean()" -0.913463743055556
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroMag-mean()" -0.267722689361111
"WALKING_UPSTAIRS" 24 "fBodyBodyGyroMag-mean()" -0.754131617480315
"WALKING_UPSTAIRS" 28 "fBodyBodyGyroMag-mean()" -0.719642186186127
"WALKING_UPSTAIRS" 29 "fBodyBodyGyroMag-mean()" -0.722018434984302
"WALKING_UPSTAIRS" 30 "fBodyBodyGyroMag-mean()" -0.669600510563003
"LAYING" 10 "fBodyBodyGyroMag-std()" -0.592044956595506
"LAYING" 12 "fBodyBodyGyroMag-std()" -0.719438065809375
"LAYING" 13 "fBodyBodyGyroMag-std()" -0.953582937435897
"LAYING" 15 "fBodyBodyGyroMag-std()" -0.615121864104265
"LAYING" 16 "fBodyBodyGyroMag-std()" -0.802078223409836
"LAYING" 17 "fBodyBodyGyroMag-std()" -0.782232494673913
"LAYING" 19 "fBodyBodyGyroMag-std()" -0.662325968145833
"LAYING" 21 "fBodyBodyGyroMag-std()" -0.967261283921569
"SITTING" 4 "fBodyBodyGyroMag-std()" -0.57467201045977
"SITTING" 7 "fBodyBodyGyroMag-std()" -0.588176408626506
"SITTING" 8 "fBodyBodyGyroMag-std()" -0.636673891144128
"SITTING" 9 "fBodyBodyGyroMag-std()" -0.697729432621528
"SITTING" 10 "fBodyBodyGyroMag-std()" -0.779519774396552
"SITTING" 11 "fBodyBodyGyroMag-std()" -0.711267219682278
"SITTING" 14 "fBodyBodyGyroMag-std()" -0.516930495917399
"SITTING" 15 "fBodyBodyGyroMag-std()" -0.840026069145299
"STANDING" 1 "fBodyBodyGyroMag-std()" -0.566576670397695
"STANDING" 2 "fBodyBodyGyroMag-std()" -0.725310337688742
"STANDING" 3 "fBodyBodyGyroMag-std()" -0.703839403007038
"STANDING" 4 "fBodyBodyGyroMag-std()" -0.792319103130435
"STANDING" 5 "fBodyBodyGyroMag-std()" -0.715731148145695
"STANDING" 6 "fBodyBodyGyroMag-std()" -0.657368673849846
"STANDING" 7 "fBodyBodyGyroMag-std()" -0.915738269491525
"WALKING" 13 "fBodyBodyGyroMag-std()" -0.656480983322917
"WALKING" 18 "fBodyBodyGyroMag-std()" -0.805546287307692
"WALKING" 21 "fBodyBodyGyroMag-std()" -0.735124273732026
"WALKING" 22 "fBodyBodyGyroMag-std()" -0.699600086233645
"WALKING" 23 "fBodyBodyGyroMag-std()" -0.632288527203763
"WALKING" 25 "fBodyBodyGyroMag-std()" -0.726428409022026
"WALKING_DOWNSTAIRS" 18 "fBodyBodyGyroMag-std()" -0.768752857551282
"WALKING_DOWNSTAIRS" 20 "fBodyBodyGyroMag-std()" -0.734360690295455
"WALKING_DOWNSTAIRS" 25 "fBodyBodyGyroMag-std()" -0.66077427132967
"WALKING_DOWNSTAIRS" 26 "fBodyBodyGyroMag-std()" -0.782624320831633
"WALKING_DOWNSTAIRS" 27 "fBodyBodyGyroMag-std()" -0.777810418832447
"WALKING_DOWNSTAIRS" 28 "fBodyBodyGyroMag-std()" -0.883359666666667
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroMag-std()" -0.346752812633333
"WALKING_UPSTAIRS" 24 "fBodyBodyGyroMag-std()" -0.782076276167979
"WALKING_UPSTAIRS" 28 "fBodyBodyGyroMag-std()" -0.729262352742775
"WALKING_UPSTAIRS" 29 "fBodyBodyGyroMag-std()" -0.671454324368401
"WALKING_UPSTAIRS" 30 "fBodyBodyGyroMag-std()" -0.589192650089817
"LAYING" 10 "fBodyBodyGyroMag-meanFreq()" -0.027646128038764
"LAYING" 12 "fBodyBodyGyroMag-meanFreq()" -0.0455357170932187
"LAYING" 13 "fBodyBodyGyroMag-meanFreq()" 0.0514032297179487
"LAYING" 15 "fBodyBodyGyroMag-meanFreq()" -0.161768543574885
"LAYING" 16 "fBodyBodyGyroMag-meanFreq()" -0.0501221341519126
"LAYING" 17 "fBodyBodyGyroMag-meanFreq()" 0.00488337138671196
"LAYING" 19 "fBodyBodyGyroMag-meanFreq()" -0.0199336248458333
"LAYING" 21 "fBodyBodyGyroMag-meanFreq()" 0.000129419009803923
"SITTING" 4 "fBodyBodyGyroMag-meanFreq()" -0.0148733344968966
"SITTING" 7 "fBodyBodyGyroMag-meanFreq()" -0.0048728359476747
"SITTING" 8 "fBodyBodyGyroMag-meanFreq()" -0.0232241525951918
"SITTING" 9 "fBodyBodyGyroMag-meanFreq()" -0.108828634535764
"SITTING" 10 "fBodyBodyGyroMag-meanFreq()" 0.0730532370162672
"SITTING" 11 "fBodyBodyGyroMag-meanFreq()" -0.10978179348269
"SITTING" 14 "fBodyBodyGyroMag-meanFreq()" -0.138544755393189
"SITTING" 15 "fBodyBodyGyroMag-meanFreq()" -0.127881717177009
"STANDING" 1 "fBodyBodyGyroMag-meanFreq()" 0.0649309438160231
"STANDING" 2 "fBodyBodyGyroMag-meanFreq()" 0.0471324812379801
"STANDING" 3 "fBodyBodyGyroMag-meanFreq()" -0.0846075231245126
"STANDING" 4 "fBodyBodyGyroMag-meanFreq()" -0.172585221170435
"STANDING" 5 "fBodyBodyGyroMag-meanFreq()" 0.062219113935298
"STANDING" 6 "fBodyBodyGyroMag-meanFreq()" 0.104193397607938
"STANDING" 7 "fBodyBodyGyroMag-meanFreq()" -0.163335168413559
"WALKING" 13 "fBodyBodyGyroMag-meanFreq()" 0.0641039447678472
"WALKING" 18 "fBodyBodyGyroMag-meanFreq()" -0.0986364542399038
"WALKING" 21 "fBodyBodyGyroMag-meanFreq()" -0.00766877467973856
"WALKING" 22 "fBodyBodyGyroMag-meanFreq()" -0.131615440167913
"WALKING" 23 "fBodyBodyGyroMag-meanFreq()" 0.154723197790323
"WALKING" 25 "fBodyBodyGyroMag-meanFreq()" -0.198659060907577
"WALKING_DOWNSTAIRS" 18 "fBodyBodyGyroMag-meanFreq()" -0.00234728622564103
"WALKING_DOWNSTAIRS" 20 "fBodyBodyGyroMag-meanFreq()" -0.120615253220606
"WALKING_DOWNSTAIRS" 25 "fBodyBodyGyroMag-meanFreq()" -0.248461034763736
"WALKING_DOWNSTAIRS" 26 "fBodyBodyGyroMag-meanFreq()" -0.0121587278753342
"WALKING_DOWNSTAIRS" 27 "fBodyBodyGyroMag-meanFreq()" 0.0114867378614096
"WALKING_DOWNSTAIRS" 28 "fBodyBodyGyroMag-meanFreq()" -0.329541131277778
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroMag-meanFreq()" 0.0876309979857778
"WALKING_UPSTAIRS" 24 "fBodyBodyGyroMag-meanFreq()" 0.0194486014291864
"WALKING_UPSTAIRS" 28 "fBodyBodyGyroMag-meanFreq()" -0.101509980889855
"WALKING_UPSTAIRS" 29 "fBodyBodyGyroMag-meanFreq()" -0.0446469221483721
"WALKING_UPSTAIRS" 30 "fBodyBodyGyroMag-meanFreq()" -0.205094596687206
"LAYING" 10 "fBodyBodyGyroJerkMag-mean()" -0.741410645280899
"LAYING" 12 "fBodyBodyGyroJerkMag-mean()" -0.78990285099375
"LAYING" 13 "fBodyBodyGyroJerkMag-mean()" -0.975424345641026
"LAYING" 15 "fBodyBodyGyroJerkMag-mean()" -0.798769752085308
"LAYING" 16 "fBodyBodyGyroJerkMag-mean()" -0.87277228273224
"LAYING" 17 "fBodyBodyGyroJerkMag-mean()" -0.829124468315217
"LAYING" 19 "fBodyBodyGyroJerkMag-mean()" -0.719519008752778
"LAYING" 21 "fBodyBodyGyroJerkMag-mean()" -0.987262110392157
"SITTING" 4 "fBodyBodyGyroJerkMag-mean()" -0.719798534367816
"SITTING" 7 "fBodyBodyGyroJerkMag-mean()" -0.59597963217739
"SITTING" 8 "fBodyBodyGyroJerkMag-mean()" -0.70215621546726
"SITTING" 9 "fBodyBodyGyroJerkMag-mean()" -0.786473954201389
"SITTING" 10 "fBodyBodyGyroJerkMag-mean()" -0.80824356112069
